
1,克思主义理论,代世界社会主义问题,山东大学当代社会主义研究所
3,克思主义理论,的文献,中央党史和文献研究院、中央档案馆
5,克思主义理论,史研究与教学,中共福建省委党校
7,克思主义理论,旗文稿,求是杂志社
9,克思主义理论,学社会主义,中国科学社会主义学会
11,克思主义理论,克思主义理论学科研究,高等教育出版社
13,克思主义理论,克思主义与现实,中央党史和文献研究院
15,克思主义理论,是,中国共产党中央委员会,中国高等教育学会思想政治教育分
17,克思主义理论,想教育研究,会、北京科技大学
21,克思主义理论,国特色社会主义研究,北京市社会科学界联合会
23,理学,共管理学报,哈尔滨工业大学经济与管理学院
27,理学,理评论,中国科学院大学
29,理学,理学报,华中科技大学
31,理学,观质量研究,武汉大学
33,理学,计与经济研究,上海立信会计金融学院
序号,学科名称,期刊名称,主办单位
34,管理学,经济管理,中国社会科学院工业经济研究所
35,管理学,经济体制改革,四川省社会科学院
36,管理学,科技进步与对策,湖北省科技信息研究院
37,管理学,科学管理研究,内蒙古自治区软科学研究会,中国社会经济系统分析研究会、中国
38,管理学,科学决策,航天科技集团公司第,710,研究所、欧,亚系统科学研究会
39,管理学,科学学研究,中国科学学与科技政策研究会,中国科学学与科技政策研究会、天津
40,管理学,科学学与科学技术管理,市科学学研究所,中国科学院学部、中国科学院科技战
41,管理学,科学与社会,略咨询研究院,中国科学院科技战略咨询研究院、中
42,管理学,科研管理,国科学学与科技政策研究会、清华大,学技术创新研究中心
43,管理学,南开管理评论,南开大学商学院
44,管理学,软科学,四川省科技促进发展研究中心
45,管理学,社会保障评论,中国社会保障学会、中国民政杂志社
46,管理学,社会保障研究,武汉大学
47,管理学,审计研究,中国审计学会
48,管理学,审计与经济研究,南京审计大学
49,管理学,外国经济与管理,上海财经大学
50,管理学,系统工程理论与实践,中国系统工程学会
51,管理学,系统管理学报,上海交通大学
52,管理学,研究与发展管理,复旦大学
53,管理学,预测,合肥工业大学预测与发展研究所,中国科学院科技战略咨询研究院、中
54,管理学,中国管理科学,国优选法统筹法与经济数学研究会
55,管理学,中国行政管理,中国行政管理学会
56,管理学,中国科技论坛,中国科学技术发展战略研究院
57,管理学,中国软科学,中国软科学研究会
58,哲学,道德与文明,中国伦理学会、天津社会科学院
59,哲学,科学技术哲学研究,山西大学、山西省自然辩证法研究会
60,哲学,孔子研究,中国孔子基金会
61,哲学,伦理学研究,湖南师范大学伦理学研究所
62,哲学,世界哲学,中国社会科学院哲学研究所
63,哲学,现代哲学,广东哲学学会
64,哲学,哲学动态,中国社会科学院哲学研究所,上海人民出版社、上海社会科学院哲
65,哲学,哲学分析,学研究所
66,哲学,哲学研究,中国社会科学院哲学研究所
序号,学科名称,期刊名称,主办单位
67,哲学,中国哲学史,中国哲学史学会
68,哲学,周易研究,山东大学、中国周易学会
