序号,刊名,期刊信息
1,公共管理学报,哈尔滨市南岗区法院街,13,"号(150001)0451-864020090451-86402009"
2,管理工程学报,"杭州市古墩路浙江大学紫金港校区(310058)(0571)88206832"
3,管理科学,哈尔滨市南岗区法院街,13,"号(150001)(0451)86414056"
4,管理科学学报,天津南开区卫津路,92,"号天津大学(300072)(022)27403197"
5,管理评论,北京市中关村东路,80,号,7,号楼,112,"室(100080)(010)82680674"
6,管理世界,北京市海淀区大钟寺,8,号,3,"层(100098)(010)62112235"
7,管理现代化,北京市朝阳区安定门外甘水桥甲,1,号太阳宫宾馆,"721室(100011)(010)6424951064237722-3721"
8,管理学报,武汉市洪山区珞喻路,1037,"号(430074)027-87542154"
9,宏观经济管理,"北京市西城区三里河国家发展改革委(100824)(010)6839153768539228"
10,华东经济管理,安徽合肥市望江东路,115,"号(230059)(0551)3425621"
11,经济管理,北京月坛北小街,2,"号(100836)(010)6801905768039094",,68768091
12,经济体制改革,"四川省成都市青羊宫省社科院(610072)(028)87016562"
13,科技进步与对策,武汉市洪山路,2,号湖北科教大厦,D,座,5,"楼(430071)(027)8727755687277066"
14,科学管理研究,呼和浩特市新城西街,47,号汇通饭店,316,"室(010010)(0471)",5883717
15,科学学研究,北京中关村东路,55,号,8712,"信箱(100190)(010)62622031"
16,科学学与科学技术管理,天津市河东区新开路,138,"号科技创新大厦(300011)(022)2443712224324911"
17,科研管理,北京市海淀区中关村东路,55,号,8712,"信箱(100080)(010)62555521"
18,南开管理评论,天津市南开区卫津路,94,"号南开大学商学院(300071)(022)23505995",成都市人民南路,4,段,11,号,5,楼(610041)
19,软科学,(028)85221835,上海市武东路,321,号乙(200434)
20,外国经济与管理,(021)65904367,上海市邯郸路,220,号复旦大学管理学院(200433)
21,研究与发展管理,(021)65643679,合肥工业大学,290,信箱(230009)
22,预测,(0551)2901500,北京海淀区中关村东路,55,号(100080)
23,中国管理科学,(010)62542629,北京海淀区玉渊潭南路,8,"号,北京",3814,信箱(100038)
24,中国科技论坛,(010)58884593,,58884595,北京市西城区三里河路,54,号,270,室(100045)
25,中国软科学,(010)68598270,,,68598286,北京西安门大街,22,"号,中南海",1745,信箱(100017)
