马克思主义(含:党的哲理学论(刊含物:)宗教学心)理学,综合性社会科学,统计学,社会学(含:人口管学理)学(含:科学学)民族学,政治学(含:军事)国际问题研究,法学,经济学,新闻学与传播学(含:图文书化馆研、究情)报与文教献育学学(含:档案学)体育学,语言学,中国文学,外国文学,艺术学,历史学、考古学,地理学、环境科学综合性高校学报
马克思主义(含:党的理论刊物)(14种),毛泽东邓小平理论研究,中共中央党校学报,理论学刊,马克思主义与现实,毛泽东思想研究,探索,长白学刊,马克思主义研究,唯实,理论与改革,实事求是,理论探讨,求实,甘肃理论学刊
哲学(含:宗教学)(13种),哲学研究,自然辩证法通讯,船山学刊,自然辩证法研究,哲学大视野(99年停刊),科学技术与辩证法,孔子研究,哲学动态,第欧根尼,宗教学研究,中国道教,世界宗教研究,中国穆斯林
心理学(7种),应用心理学,心理科学,心理学探新,心理学报,中国心理卫生杂志,心理发展与教育,心理学动态
综合性社会科学(60种),学术季刊,西藏研究,国外社会科学,东南学术(福建学刊),中国社会科学,江汉论坛,学术月刊,社会科学,天津社会科学,北京社会科学,理论界,社会科学辑刊,社会科学战线,高校理论战线,求是学刊,北方论丛,学习与探索,学术交流,黑龙江社会科学,内蒙古社会科学,河北学刊,晋阳学刊,文史哲,贵州社会科学,齐鲁学刊,东岳论丛,宁夏社会科学,山东社会科学,江淮论坛,学术界,江海学刊,南京社会科学,江苏社会科学,浙江学刊,浙江社会科学,福建论坛(文史哲版),中州学刊,理论月刊,湖北社会科学,中国社会科学院研究生院学报,理论与创作,求索,江西社会科学,国际社会科学(中文版),学术研究,广东社会科学,学术论坛,社会科学家,广西社会科学,人文杂志,甘肃社会科学,科学·经济·社会,兰州学刊,青海社会科学,新疆社科论坛,社会科学研究,思想战线,云南社会科学,世界经济与政治论坛(国外社会科学情况),求是
统计学(4种),统计与预测,统计研究,数理统计与管理,预测
社会学(含:人口学)(7种),社会学研究,人口学刊,市场与人口分析,中国人口科学,人口与经济,人口研究,中国人口·资源与环境
管理学(含:科学学)(16种),战略与管理,南开管理评论,中外管理,管理现代化,管理工程学报,中国管理科学,中国行政管理,管理世界,中国科技论坛,科学学与科学技术管理,科学管理研究,科研管理,科技进步与对策,软科学,科学学研究,中国软科学
民族学(18种),西南民族学院学报,北方民族,中国藏学,中南民族学院学报(哲社版),中央民族大学学报,世界民族,民族研究,云南民族学院学报,黑龙江民族丛刊,满族研究,回族研究,贵州民族研究,广西民族研究,甘肃民族研究,西藏民族学院学报,西北民族学院学报(哲社版),西北民族研究,青海民族研究
政治学(含:军事)(25种),妇女研究论丛,当代青年研究,中国青年研究,中央社会主义学院学报,中国统一战线,台湾研究集刊,南京政治学院学报,公安大学学报,百年潮,社会主义研究,军事历史,中国青年政治学院学报,政治学研究,中共党史研究,党的文献,中国特色社会主义研究,台湾研究,青年研究,科学社会主义,中国刑警学院学报,北京党史(北京党史研究),当代世界与社会主义(国际共运史研究),中华女子学院学报(中国妇女管理干部学院学报),国防大学学报,当代世界社会主义问题
国际问题研究(14种),国际问题研究,西亚非洲,日本研究,现代国际关系,国际关系学院学报,拉丁美洲研究,西域研究,外交学院学报,日本学刊,欧洲,美国研究,南亚研究,东欧中亚研究,外国问题研究(日本学论坛)
法学(17种),中外法学,法学研究,法学,中国法学,政法论丛,政治与法律,行政法学研究,比较法研究,现代法学,法学家,法商研究,法学评论,法律科学,知识产权,政法论坛,中国监狱学刊(劳改劳教理论研究),中央政法管理干部学院学报
经济学(73种),亚太经济,国际金融研究,经济社会体制比较,经济理论与经济管理,农业经济问题,经济研究,经济与管理研究,民族经济与社会发展,经济管理,价格理论与实践,经济科学,会计研究,财贸经济,中国农村经济,上海会计,南开经济研究,外国经济与管理,农业经济,国际经贸探索,中国土地科学,财经问题研究,世界经济研究,税务与经济,金融科学,世界经济,当代经济研究,商业研究,现代日本经济,财务与会计,金融研究,山西财经大学学报,中国金融,经济问题,生产力研究,数量经济技术经济研究,审计研究,财经论丛,商业经济与管理,上海金融,中国经济问题,世界经济与政治,福建论坛(经社版),地域研究与开发,涉外税务,经济评论,消费经济,中南财经大学学报,当代财经,世界经济文汇,国际经济合作,当代经济科学,新疆社会经济,财政研究,财经科学,经济学家,经济体制改革,经济问题探索,改革,投资研究,中国经济史研究,林业经济,中国工业经济,中国社会经济史研究,财经研究,自然资源学报,北京商学院学报,旅游学刊,经济学动态,改革与理论,对外经济贸易大学学报,商业经济研究,中央财经大学学报(中央财政金融学院学报)
新闻学与传播学(含:文化研究)(16种),现代传播,中国图书评论,新闻界,编辑学刊,出版发行研究,新闻大学,新闻与传播研究,中国出版,科技与出版,编辑学报,中国广播电视学刊,新闻战线,东方文化,传统文化与现代化,东南文化,中国文化研究
图书馆、情报与文献学(含:档案学)(25种),读书,中国档案,中国图书馆学报,图书情报工作,图书馆杂志,图书馆工作与研究,情报科学,图书馆建设,图书情报知识,图书馆,图书馆论坛,情报杂志,图书与情报,图书馆理论与实践,四川图书馆学报,档案学通讯,情报资料工作,情报学报,现代图书情报技术,情报理论与实践,大学图书馆学报,档案学研究,图书馆学研究,中国典籍与文化,江苏图书馆学报
教育学(20种),清华大学教育研究,教学与研究,中国高教研究,课程·教材·教法,比较教育研究,外国教育资料,教育研究,上海高教研究(教育发展研究),学位与研究生教育,历史教学,外国教育研究,教育理论与实践,教育研究与实验,江苏高教,教育评论,高等教育研究,高等师范教育研究,学前教育研究,中国教育学刊,华东师范大学学报(教科版)
体育学(9种),上海体育学院学报,沈阳体育学院学报,体育与科学,体育科学,武汉体育学院学报,广州体育学院学报,西安体育学院学报,成都体育学院学报,北京体育大学学报
语言学(28种),中国语文,外语教学与研究,语文建设,解放军外国语学院学报,辞书研究,日语学习与研究,语言教学与研究,中国翻译,民族语文,方言,外国语,当代语言学(原名:国外语言学),外语界,外语与外语教学,修辞学习,上海科技翻译,外语学刊,语文研究,古汉语研究,现代外语,语言研究,外语教学,语言与翻译,世界汉语教学,汉字文化,中国俄语教学,语言文字应用,汉语学习
中国文学(17种),文艺研究,文学评论,民族文学研究,小说评论,文艺理论研究,文学自由谈,当代作家评论,鲁迅研究月刊,文艺争鸣,文艺评论,红楼梦学刊,文艺理论与批评,文学遗产,明清小说研究,当代文坛,新文学史料,中国现代文学研究丛刊
外国文学(6种),外国文学研究,当代外国文学,国外文学,外国文学,外国文学评论,俄罗斯文艺
艺术学(20种),当代戏剧,美术,美术研究,音乐研究,中国音乐,电影艺术,中国书法,音乐艺术,戏剧艺术,新美术,书法研究,艺术教育,美苑,中国音乐学,黄钟,当代电影,戏剧,解放军艺术学院学报,中央音乐学院学报,北京电影学院学报
历史学、考古学(27种),历史档案,中国史研究,史林,抗日战争研究,史学理论研究,人学学报,中国史研究动态,史学史研究,民国档案,当代中国史研究,故宫博物院院刊,历史研究,史学月刊,华侨华人历史研究,史学集刊,清史研究,中国农史,中国历史博物馆馆刊,近代史研究,世界历史,中国边疆史地研究,敦煌研究,中国地方志,文物,考古学报,考古,考古与文物
地理学、环境科学(14种),人文地理,地理学报,地理科学,地理学与国土研究,地理研究,经济地理,中国环境监测,环境与健康杂志,环境污染与防治,环境科学学报,中国环境科学,环境保护,环境科学,城市环境与城市生态
