
10.,历史研究,中国社会科学院,CN11-1213/K
11.,民国档案,中国第二历史档案馆,CN32-1012/G2
12.,清史研究,中国人民大学清史研究所,CN11-2765/K
13.,史林,上海社会科学院历史研究所,CN31-1105/K
14.,史学集刊,吉林大学,CN22-1064/K
15.,史学理论研究,中国社会科学院世界历史研究所,CN11-2943/K
16.,史学史研究,北京师范大学,CN11-1667/K
17.,史学月刊,河南大学、河南省历史学会,CN41-1016/K
18.,世界历史,中国社会科学院世界历史研究所,CN11-1046/K
19.,文史,中华书局,CN11-1678/K
20.,文献,国家图书馆,CN11-1588/G2
21.,西域研究,新疆社会科学院,CN65-1121/C
22.,中国边疆史地研究,中国社会科学院中国边疆史地研究中心,CN11-2795/K
23.,中国历史地理论丛,陕西师范大学,CN61-1027/K
24.,中国农史,中国农业历史学会等,CN32-1061/S
25.,中国史研究,中国社会科学院历史研究所,CN11-1039/K
26.,中华文史论丛,上海世纪出版股份有限公司古籍出版社,CN31-1984/K
序号,期刊名称,主办(管)单位,CN号
1,敦煌研究,敦煌研究院,CN62-1007/K
2,故宫博物院院刊,故宫博物院,CN11-1202/G2
3,江汉考古,湖北省文物考古研究所,CN42-1077/K
4,考古,中国社会科学院考古研究所,CN11-1208
5,考古学报,中国社会科学院考古研究所,CN11-1209
6,考古与文物,陕西省考古研究院,CN61-1010/K
7,文物,文物出版社,CN11-1532/K
序号,期刊名称,主办(管)单位,CN号
1.,财经科学,西南财经大学,CN51-1104/F
2.,财经理论与实践,湖南大学,CN43-1057/F
3.,财经论丛,浙江财经大学,CN33-1154/F
4.,财经问题研究,东北财经大学,CN21-1096/F
5.,财经研究,上海财经大学,CN31-1012/F
6.,财贸经济,中国社会科学院财经战略研究院,CN11-1166/F
7.,财贸研究,安徽财经大学,CN34-1093/F
8.,财政研究,中国财政学会,CN11-1077/F
9.,产业经济研究,南京财经大学,CN32-1683/F
10.,城市发展研究,中国城市科学研究会,CN11-3504/TU
11.,城市问题,北京市社会科学院,CN11-1119/C
12.,当代财经,江西财经大学,CN36-1030/F
13.,当代经济科学,西安交通大学,CN61-1400/F
14.,当代经济研究,吉林财经大学,CN22-1232/F
15.,改革,重庆社会科学院,CN50-1012/F
16.,广东财经大学学报,广东财经大学,CN44-1446/F
17.,国际金融研究,中国国际金融学会,CN11-1132/F
18.,国际经济评论,中国社会科学院世界经济与政治研究所,CN11-3799/F
19.,国际经贸探索,广东外语外贸大学,CN44-1302/F
20.,国际贸易,中国商务出版社,CN11-1600/F
21.,国际贸易问题,对外经济贸易大学,CN11-1692/F
22.,国际商务(对外经济贸易大学学报),对外经济贸易大学,CN11-3645/F
23.,河北经贸大学学报,河北经贸大学,CN13-1207/F
24.,宏观经济研究,国家发展和改革委员会宏观经济研究院,CN11-3952/F
25.,会计研究,中国会计学会,CN11-1078/F
26.,价格理论与实践,中国价格协会,CN11-1010/F
