
管理学(26种)
序号,期刊名称,期刊信息
33,教育评论,"福建省福州市五四路217号(350003)(0591)87272726"
34,教育信息化(2007年更名为《中国教育信息化》)(学术版),"北京西单大木仓胡同35号(100816)(010)66096696"
体育学(9种)
序号,期刊名称,期刊信息,北京体育馆路11号(100061)
1,体育科学,(010)67181293  87182588,北京体育馆路11号(100061)
2,中国体育科技,(010)87182588,南京孝陵卫(210014)
3,体育与科学,(025)84755315,上海市清源环路650号(200438)
4,上海体育学院学报,(021)51253131,成都市体院路2号(610041)
5,成都体育学院学报,(028)85095371,天津市河西区卫津南路51号(300381)
6,天津体育学院学报,(022)23012636,北京市海淀区中关村北大街(100084)
7,北京体育大学学报,(010)62989268,广州华南师范大学公体楼303(510631)
8,体育学刊,(020)85210269  85211412,中国武汉洪山区珞喻路461号(430079)
9,武汉体育学院学报,(027)87192147
统计学(4种)
序号,期刊名称,期刊信息,北京月坛南街75号(100826)
1,统计研究,(010)63376679
2,数理统计与管理,北京大学概率统计系内(100871),"北京西城区月坛南街57号,中国统计杂志社",(100826) 3,中国统计,(010)63376858  63376882,武汉市水果湖东一路19-2号(430071)
4,统计与决策(理论版),(027)87814524  87811400
心理学(7种)
序号,期刊名称,期刊信息,中国科学院心理研究所内(100101)
1,心理学报,(010)64850861,中国科学院心理研究所内(100101)
2,心理科学进展,(010)64850861
3,心理发展与教育,北京新街口外大街19号(100875),上海市中山北路3663号(200062)
4,心理科学,(021)62232236,江西省南昌市北京西路437号(330027)
5,心理学探新
6,应用心理学,"杭州市天目山路148号浙江大学西溪校区(310028)(0571)88273352"
7,中国心理卫生杂志,"北京市海淀区花园北路51号北京大学精神卫生研究所(100083)(010)62010890"
综合性社科期刊(45种)
序号,期刊名称,期刊信息
1,中国社会科学,"北京鼓楼西大街甲158号(100720)(010)64076113"
2,国外社会科学,"北京建国门内大街5号(100732)(010)65137749"
3,天津社会科学,"天津市南开区迎水道7号(300191)(022)23369296"
4,读书,"北京美术馆东街22号(100010)(010)84044030  84050453"
5,学术月刊,"上海市淮海中路622弄7号(乙)(200020)(021)53069080  53061937"
6,江苏社会科学,"南京山西路120号国贸大厦16层(210009)(025)83321531"
7,浙江社会科学,"杭州市省府2号楼(310025)(0571)87053204"
8,江海学刊,"南京虎踞北路12号(210013)(025)83715429"
9,学习与探索,"哈尔滨市南岗区联发街62号(150001)(0451)86242279"
10,中国社会科学院研究生院学报,"北京市朝阳区望京中环南路1号(100102)(010)64722354"
11,文史哲,"济南市山大南路27号(250100)(0531)88364666"
12,开放时代,"广州市白云区新市街云安路119号(510410)(020)86464940"
13,社会科学研究,"成都市—环路西一段155号(610071)(028)87013623"
14,学术界,"合肥望江东路社科大楼(230051)(0551)3422973"
15,学术研究,"广州市黄华路四号之二(510050)(020)83846163"
16,浙江学刊,"浙江省省府大院2号楼(310025)(0571)87057581"
17,东南学术,"福州市柳河路18号(350001)(0591)83739507"
18,社会科学战线,"长春市自由大路5399号(130033)(0431)4638362"
19,社会科学,"上海市淮海中路622弄7号337室(200020)(021)53062234"
20,南京社会科学,"南京市成贤街43号(210018)(025)83611547"
21,人文杂志,"中国西安含光南路177号(710065)(029)85255981"
22,世界经济与政治论坛,"南京市虎踞北路12号(210013)(025)83391504"
23,云南社会科学,"昆明环城西路577号(650034)(0871)4154719"
24,社会科学辑刊,"沈阳市皇姑区泰山路86号(110031)(024)86120485"
25,中国文化研究,"中国北京海淀区学院路15号(100083)(010)82303701"
26,社会科学家,"广西壮族自治区桂林市西山路6号(541001)(0773)2898540"
27,科学对社会的影响,"北京海淀区中关村东路55号(北京8712信箱)(100080)(010)62542630"
28,河北学刊,"石家庄市裕华西路67号(050051)(0311)83032440  83024866"
29,宁夏社会科学,"宁夏银川市西夏区(750021)(0951)2074593"
30,江汉论坛,"武汉市武昌东湖路165号(430077)(027)86789435"
31,北京社会科学,"北京市北四环中路33号(100101)(010)64870591"
32,内蒙古社会科学,"呼和浩特市大学东街129号(010010)(0471)4963431  4912276"
33,中州学刊,"郑州市文化路50号(450002)(0371)63836785"
34,广东社会科学,"中国广州市天河北路369号(510610)(020)38801447"
35,学海,"南京市虎踞北路12号(210013)(025)83391490"
36,求索,"长沙市德雅村(410003)(0731)4223870"
37,甘肃社会科学,"兰州市安宁区健康路143号(730070)(0931)7763141"
38,福建论坛(人文社会科学版),"福州市柳河路18号(350001)(0591)83791487"
39,江淮论坛,"安徽合肥卫岗社科院大楼(230053)(0551)3438337"
40,科学·经济·社会,"甘肃省兰州市兰州大学0031信箱(730000)(0931)8913749"
41,西藏研究,"西藏拉萨市色拉路22号(850000)(0891)6323638"
42,贵州社会科学,"贵阳市梭石巷95号(550002)(0851)5928568"
43,江西社会科学,"南昌市洪都北大道649号(330077)(0791)8596531"
44,青海社会科学,"青海省西宁市上滨河路1号(810000)(0971)8455791  8450562"
45,新疆社会科学,"乌鲁木齐市北京南路16号(830011)0991-3837942  383793737"
高校综合性社科学报(51种)
序号,期刊名称,期刊信息
1,中国人民大学学报,"北京市中关村大街59号(100872)(010)62511499"
2,北京大学学报(哲学社会科学版),"北京大学学报编辑部(100871)(010)62751216"
3,北京师范大学学报(社会科学版),"北京市新街口外大街19号(100875)(010)58807848"
4,南开学报(哲学社会科学版),"天津市卫津路94号南开大学学报编辑部(300071)(022)23501681"
5,南京大学学报(哲学·人文科学·社会科学),"南京市汉口路22号(210093)(025)3592704"
6,复旦学报(社会科学版),"复旦学报(社会科学版)编辑部(200433)(021)65642109"
7,清华大学学报(哲学社会科学版),"北京市海淀区清华大学学报编辑部(100084)(010)62783533"
8,中山大学学报(社会科学版),"广州新港西路135号(510275)(020)84111990"
10,厦门大学学报(哲学社会科学版),"厦门大学学报(哲社版)编辑部(361005)(0592)2182366"
11,武汉大学学报(人文科学版),"湖北武昌珞珈山(430072)(027)68754203"
12,求是学刊,"哈尔滨南岗区学府路74号(150080)(0451)86608815"
13,浙江大学学报(人文社会科学版),"杭州市天目山路148号(310028)(0571)88273210  88925616,"
14,东北师大学报(哲学社会科学版),"长春市人民大街5268号(130024)(0431)85099325  85098026"
15,武汉大学学报(哲学社会科学版),"湖北武昌珞珈山(430072)(027)68754203"
16,吉林大学社会科学学报,"长春市前进大街2699号(130012)(0431)5166970"
17,华东师范大学学报(哲学社会科学版),"上海市中山北路3663号(200062)(021)62232305"
18,北京工商大学学报(社会科学版),"北京工商大学学报编辑部北京市海淀区阜成路33号(100037)(010)68984614"
19,南京师大学报(社会科学版),"南京市宁海路122号《南京师大学报》编辑部(210097)(025)83598341"
20,华中师范大学学报(人文社会科学版),"武昌桂子山华中师范大学学报编辑部(430079)(027)67868127"
21,西安交通大学学报(社会科学版),"西安市咸宁西路28号(710049)(029)82663982  82667978"
22,陕西师范大学学报(哲学社会科学版),"西安市长安南路,陕西师范大学学报编辑部(710062)(029)85308849"
23,思想战线,"昆明市翠湖北路2号(650091)(0871)5033249"
24,郑州大学学报(哲学社会科学版),"郑州市科学大道100号(450001)(0371)67781275"
25,首都师范大学学报(社会科学版),"北京西三环北路105号(100037)(010)68902450"
26,东南大学学报(哲学社会科学版),"南京四牌楼2号(210096)(025)83791190"
27,暨南学报(哲学社会科学版),"广州市石牌(510632)(020)85220281  85224092"
28,河北大学学报(哲学社会科学版),"河北省保定市五四东路180号(071002)(0312)5079412"
29,华中科技大学学报(社会科学版),"武汉市珞瑜路1037号(430074)(027)87543816"
30,山西大学学报(哲学社会科学版),"太原坞城路92号山西大学学报编辑部(030006)(0351)7018311"
31,西北大学学报(哲学社会科学版),"西安市太白北路229号(710069)(029)88302822"
32,天津师范大学学报(社会科学版),"河西区卫津路241号(300074)(022)23541014  23540081"
33,湖南师范大学社会科学学报,"湖南长沙岳麓山(410081)(0731)8872209  8872471"
34,齐鲁学刊,"山东·曲阜(273165)(0537)4455347"
35,"西南大学学报(原:西南师范大学学报,2007年更名)(人文社会科学版)","重庆市北碚区西南师范大学学报(400715)(023)68252538"
36,上海师范大学学报(哲学社会科学版),"上海市桂林路100号(200234)(021)64322304"
37,兰州大学学报(社会科学版),"兰州大学学报编辑部(730000)(0931)8912706  2312707"
38,山东大学学报(哲学社会科学版),"济南市山大南路27号(250100)(0531)88364645"
39,上海交通大学学报(哲学社会科学版),"上海市华山路1954号1000号信箱(200030)(021)62933089"
40,福州大学学报(哲学社会科学版),"福建省福州市工业路523号(350002)(0591)87892444"
41,福建师范大学学报(哲学社会科学版),福州市仓山区(350007)
42,西北师大学报(社会科学版),"兰州市安宁东路967号(730070)0931-7971692"
43,内蒙古大学学报(人文社会科学版),"呼和浩特市赛罕区大学西路235号(010021)(0471)4992004"
44,上海大学学报(社会科学版),"上海市上大路99号(200444)(021)66135506"
45,华南师范大学学报(社会科学版),"华南师范大学学报杂志社(广州石牌)(510631)(020)85211440"
46,四川师范大学学报(社会科学版),"成都市锦江区静安路5号(610068)(028)84760703"
48,深圳大学学报(人文社会科学版),"深圳大学学报编辑部(518060)(0755)6536133"
49,宁夏大学学报(人文社会科学版),"宁夏银川西夏区文萃北街217号宁夏大学学术期刊中心(750021)(0951)2061793  2061735"
50,云南师范大学学报(哲学社会科学版),"昆明市一二·一大街298号(650092)(0871)5516038"
51,海南大学学报(人文社会科学版),"海南省海口市(570228)(0898)66279237"
人文、经济地理(7种)
序号,期刊名称,期刊信息
1,旅游学刊,"北京朝阳区北四环东路99号(100101)(010)64900163  64900165  64909224"
2,城市规划学刊,"上海市四平路1239号(200092)(021)65983507"
3,城市规划,"北京市三里河路9号建设部北配楼中国城市规划设计研究院(100037)(010)68335893  68331123"
4,经济地理,"长沙市青园路506号(410004)(0731)5584716"
5,人文地理,"西安市长安南路437号西安外国语大学(710061)(029)85319374"
6,地域研究与开发,"郑州市陇海中路64号(450052)(0371)67939201"
7,旅游科学:上海旅游高等专科学校学报,"上海市桂林路100号,上海师范大学12号楼211室(200234)(021)64322594"
环境科学(5种)
序号,期刊名称,期刊信息
1,中国人口·资源与环境,"济南市文化东路88号山东师范大学院内(250014)(0531)82966021  86182968"
2,资源科学,"北京安外大屯路甲11号(100101)(010)64889446"
3,长江流域资源与环境,"武汉市武昌小洪山西区25号(430071)(027)87198181"
4,环境保护,"北京市崇文区广渠门内大街16号(100062)(010)67113764",期刊名称,CSSCI选用版本,非选用版本,汉语学习,汉语学习,汉语学习(普及版),当代青年研究,当代青年研究,当代青年研究(学生卷),"教育信息化(2007年更名为《中国教育信息化》)",教育信息化(学术版),教育信息化(资讯版),教育理论与实践,教育理论与实践,教育理论与实践(学科版),统计与决策,统计与决策(理论版),统计与决策,中国远程教育,中国远程教育(上),中国远程教育(资讯版)
